Sonic,0,0,0,Green Chile Cheeseburger,,43,17,115,1120,43,3,8,35,710,NULL,NULL,0,0
Sonic,0,0,0,SONIC Bacon Cheeseburger,,47,16,100,1280,55,4,10,32,770,NULL,NULL,0,0
Sonic,0,0,0,Asiago Caesar Grilled Chicken Club,,30,7,110,1570,44,3,8,40,610,NULL,NULL,0,0
Sonic,0,0,0,Jumbo Popcorn Chicken - Large,,32,6,65,1910,41,3,null,28,560,NULL,NULL,0,0
